#  file: fmRawProjectAuthors2013-Sep.txt
#  package: fmProjectData
#  description of file/package:
#
#  This package includes raw data files from our database of Freshmeat project 
#  information generated from the list of projects gathered in Sep of 2013
#
#  Raw data was inserted into database by running the scripts:
#  scraper.pl and url_resolver.pl on the RDF files provided by Freshmeat. Get 
#  these files like this:
#  curl -O http://download.freshmeat.net/backend/fm-projects.rdf.bz2
#
#  Scripts & raw data available at http://flossmole.org
#  Scripts written by Megan Squire and contributed to the FLOSSmole project
#
#  This data is free and available for any use (afterall we just spidered it ;).
#  We do however request that those using the data in any published form provide 
#  a citation to: FLOSSmole Project (2004-2013) 
#  The project is available at: http://flossmole.org
#
#  SELECT fp.project_id, fp.projectname_short, fpa.author_name, fpa.author_role 
#  FROM `fm_project_authors` fpa, fm_projects fp 
#  WHERE fp.datasource_id=387
#  AND fpa.datasource_id=387
#  AND fpa.project_id = fp.project_id
#  ORDER BY fp.project_id
#
#  datasource_id = 387 is the Sep 2013 run on freshmeat.
project_id	projectname_short	author_name	author_role
36301	viperids    	Joshua Jackson	Owner
36304	group-office    	Merijn Schering	Owner
36306	openbottle-webmail    	Gavin Stewart	Owner
36308	popsneakerconfig    	Heiko Schaefer	Owner
36309	bengsaver    	Jos van den Oever	Owner
36310	tuxcmd    	Tomas Bzatek	Owner
36314	focuseeksearchbox    	focuseek.com em	Owner
36314	focuseeksearchbox    	focuseek.com	Owner
36315	magichat    	Petite Abeille	Owner
36319	lsid    	Sean Martin	Owner
36320	wotsap    	Jörgen Cederlöf	Owner
36322	xpa    	Eric Mandel	Owner
36324	holtz    	Martin Trautmann	Owner
36325	minidb    	Hans Harder	Owner
36328	javasignalslot    	tycordinal	Owner
36329	smtpafterpopd    	Thomas Boutell	Owner
36331	wowbb    	Aycan	Owner
36332	textureops    	Paul Harrison	Owner
36333	plumpos    	Peter Willis	Owner
36334	lmc    	logan	Owner
36335	shostats    	yikiru	Owner
36337	logtomap    	James Macgill	Owner
36341	sitesupra    	n_tone	Owner
36347	schroedinger    	Thomas landgraf	Owner
36348	easibox    	Philip Hunt	Owner
36350	2d3dareagraphsoftware    	Patrick OBrien	Owner
36352	link    	ArtistScope	Owner
36353	scroll    	ArtistScope	Owner
36354	menubld    	ArtistScope	Owner
36355	zoomimage    	ArtistScope	Owner
36359	grabc    	Arthur H. Johnson II	Owner
36361	jpegoptim    	Timo Kokkonen	Project Manager
36363	phprapiddev    	djhook	Owner
36368	ictk    	jvarsoke	Owner
36369	icecream    	Gil Megidish	Owner
36371	handylib    	Keith Dunwoody	Owner
36372	taglib-imagetweak    	Xephyrus	Owner
36373	cweb    	linux	Owner
36378	vlorb    	Jochem Kossen	Owner
36379	stenciltools    	Patrick Ahlbrecht	Owner
36381	zwiki    	PieterB	Owner
36384	livarot    	fred	Owner
36389	rebcomm    	Igor Izyumin	Owner
36390	iconpeeper    	Petite Abeille	Owner
36392	performulator    	Eric Weaver	Owner
36397	host    	Greg A. Woods	Owner
36398	scal-2    	mgineer1	Owner
36399	sitebar    	David Szego	Owner
36401	ychat    	Paul Buetow	Core Developer
36402	t2    	René Rebe	Owner
36404	gnurushi    	jaareek	Owner
36405	themus    	aes	Owner
36407	collink    	calicant	Owner
36411	libpcl    	david	Owner
36413	classxpath    	Sam Tregar	Owner
36414	imagealbum    	Joachim Fornallaz	Owner
36419	jrioutil    	Mike Pilone	Owner
36420	tub    	John Reiser	Owner
36421	cheetahd    	LukeyBoy	Owner
36423	webplan    	Mark Förster	Owner
36425	chrendezvous    	Christian Hedin	Owner
36426	mod_epp    	Otmar Lendl	Owner
36429	pyx    	Jörg Lehmann	Owner
36429	pyx    	André Wobst	Owner
36430	jeffnotary    	Jeff Clement	Owner
36431	prass    	Dozzer	Owner
36432	tabula-musica    	Daniel Poelzleithner	Owner
36433	levenshtein    	David Necas (Yeti)	Owner
36437	openssh_securid    	Vaclav Tomec	Owner
36438	mwspeaker    	Jeff Clement	Owner
36442	openupsd    	Fred Barnes	Owner
36444	at-spi    	Tushar Teredesai	Owner
36445	eazel_extensions_lib    	Tushar Teredesai	Owner
36449	toad-tournaments    	The Nose Who Knows	Owner
36451	ccmtools    	Leif Johnson	Owner
36452	ceeceetee    	linux	Owner
36453	acarsd    	KjM	Owner
36454	spins    	linux	Owner
36458	bbbike    	Slaven Rezic	Owner
36463	dukeforever    	jeff covey	Owner
36465	audiostar    	DaMangz	Owner
36466	rocksclusters    	mjk	Owner
36468	bz2gnats    	janis miller	Owner
36469	fastparser    	Alexandre Brillant	Owner
36470	frowns    	wc2so1	Owner
36471	gibcounter    	Stanislaw Y. Pusep	Owner
36480	grt    	Nikodemus Siivola	Owner
36481	logstream    	Shlak	Owner
36482	tmip    	Sly	Owner
36485	yarrs    	Paul J. Lucas	Owner
36487	jaxe    	Damien	Owner
36488	devlabel    	lerhaupt	Owner
36490	lbg_spell_check    	slaff	Owner
36496	redhat-config-network    	Harald Hoyer	Owner
36497	slax    	Tomas	Owner
36500	g3d    	Morgan	Owner
36501	japach    	jikos	Owner
36507	phpmyfaq    	Thorsten Rinne	Owner
36508	preprocess    	Michael Hohmuth	Owner
36509	bungmeter    	gid	Owner
36513	codekit    	John Gorman	Owner
36517	ozradio    	Gary Baker	Owner
36519	picuturecompare    	dreez	Owner
36520	db_datacontainer    	Mika Tuupola	Owner
36526	srg    	Matt Brown	Owner
36528	foocache    	Andreas Gohr	Owner
36530	grender    	Davide Petilli	Owner
36534	tffc    	Igor Bujna	Owner
36537	babelkit    	John Gorman	Owner
36538	mulimidix    	Mille	Owner
36543	apollon    	Bastiaan	Owner
36543	apollon    	Martin Köbele	Co-developer
36549	eqdkp    	tsigo	Owner
36551	rhv    	MindSpike	Owner
36557	openline    	jdos	Owner
36558	albumshaper    	Will Stokes	Owner
36561	freemercator    	Casey Haakenson	Owner
36564	oasserver    	Shridhar Daithankar	Owner
36565	dprog    	Thomas Mailund	Owner
36566	scriptol    	scriptol	Owner
36568	liferay    	suresh shamanna	Owner
36572	gtranscode    	FuzzyMonkey.net	Owner
36573	gtkpsproc    	Raster	Owner
36575	bootsplash    	Stefan Reinauer	Owner
36579	webcollab    	Andrew Simpson	Owner
36581	spif    	Jon S Bratseth	Owner
36582	nltk    	Steven Bird	Owner
36583	openccg    	linux	Owner
36588	nldict    	Ian Macdonald	Owner
36592	bgl    	Shay Hugi	Owner
36595	novelwriting    	jepler	Owner
36596	prayerboard    	Andrew Ziem	Owner
36599	abj    	Charles B. Cosse	Owner
36601	ggtl    	Stig Brautaset	Owner
36604	boxmon    	GooGoo	Owner
36606	real_random    	King Leo - Martin Oberzalek	Owner
36608	ooosdk    	linux	Owner
36609	bookmarkmanager    	Russell Valentine	Owner
36610	gtkpccard    	PhrozenSmoke	Owner
36612	mod_xmlrpc_crypto    	Solution City Ltd	Owner
36613	dropbear-ssh    	Matt Johnston	Owner
36618	pldrescuecd    	Arkadiusz Patyk	Owner
36619	jmoule    	royale	Owner
36620	xcplay    	Eivind Magnus Hvidevold	Owner
36623	mprl    	Buanzo	Owner
36628	applanix    	Mario	Owner
36629	lfi    	Mark Campbell	Owner
36632	verificaslu    	ironfede	Owner
36635	carranzafax    	Carranza	Owner
36640	xmms-xf86audio    	aqua	Owner
36641	darcs    	David Roundy	Owner
36645	multitail    	Folkert van Heusden	Owner
36646	javacoverage    	N V S Rao	Owner
36649	man2web    	Jerry Talkington	Owner
36652	pyd20    	Edward Muller	Owner
36655	prometheus    	Mathias Kettner	Owner
36656	prince    	Michael Day	Owner
36657	natmonitor    	Piero Filippin	Owner
36658	opendp500    	Stephan van Maris	Owner
36659	xmlrpccs    	opaque	Owner
36660	labplot    	Stefan Gerlach	Owner
36662	contact_vcard_build    	Paul M. Jones	Owner
36662	contact_vcard_build    	CIA Web	Owner
36663	jcarnacgis    	Jada	Owner
36665	ttkcruncher    	Christophe Sollet	Owner
36666	gemz    	Jonathan Bilodeau	Owner
36667	duali    	Arabeyes Project	Owner
36667	duali    	elzubeir	Author
36669	msi    	Aron Rubin	Owner
36670	libcdio    	R. Bernstein	Owner
36675	sbs    	Cafuego	Owner
36677	wheeloyum    	saber850	Owner
36680	lrs    	Linbox Arnaud LAPREVOTE	Owner
36684	peinture    	zelyph	Owner
36685	wlanmeter    	Marcin Lukasik	Owner
36688	voruta    	Juozas Baliuka	Owner
36689	phpope    	gurix	Owner
36690	monotone    	Thomas Keller	Project Manager
36691	cpufreqd    	Mattia Dongili	Owner
36699	zinc-if    	The Zinc Team	Owner
36701	dkms    	Matt Domsch	Owner
36701	dkms    	Mario	maintainer
36701	dkms    	Michael Brown	Admin
36703	drumpiler    	Sty	Owner
36706	kodos    	Phil Schwartz	Owner
36710	picsuperoprimizer    	Daniel Serpell	Owner
36712	sheetpages    	alphaWorks	Owner
36714	myxmludf    	Brian Aker	Owner
36719	wmxmms    	Bratag	Owner
36720	rubum    	Pierre Baillet	Owner
36723	scapy    	Philippe Biondi	Owner
36728	stardict    	huzheng	Owner
36730	xenom    	Sergey Ulanov	Owner
36731	wmdf    	Bratag	Owner
36732	kpum    	Crissi	Owner
36732	kpum    	TUXmaster	Admin
36735	m3s    	Jerronimo	Owner
36738	fet    	volker_dirr	Owner
36740	simpletest    	Marcus Baker	Owner
36741	o3    	Nixo Mose	Owner
36742	asceticsmtp_py    	thias	Owner
36744	aiocp    	Nicola Asuni	Owner
36745	opendvb    	Gordon Cichon	Owner
36748	bmfo    	sdteffen	Owner
36750	pclt    	Clemens Resanka	Owner
36751	wodan    	Eelco van Beek	Owner
36752	makedocj    	brisk	Owner
36753	marquepage    	yosch	Owner
36760	slimeforest    	Darrell Johnson	Owner
36761	wmblob    	Gürkan	Owner
36762	mysql-dbx    	Cleber Rodrigues	Owner
36763	jinsitu    	Michael Krause	Owner
36764	cachemate    	Brian Smith	Owner
36766	opentnef    	Paul L Daniels	Owner
36767	struts    	plumpy	Owner
36771	syck    	Alexey Zakhlestin	Project Manager
36773	arbsramdrv    	korovkin	Owner
36774	phpbabel    	Giro	Owner
36775	awbmtools    	blackfive	Owner
36777	tarproxy    	Marty Lamb	Owner
36779	kmakefaq    	Timo A. Hummel	Owner
36786	sheerdns    	Paul Sheer	Owner
36788	basicportal_com    	basebeans	Owner
36789	davenport    	eglass1	Owner
36789	davenport    	Michael B. Allen	Owner
36791	mov    	Andrew Leppard	Owner
36792	gtactoe    	Caffinee Hacker	Owner
36793	python-grimoire    	Low Kian Seong	Owner
36795	m0n0wall    	Manuel Kasper	Owner
36796	nx    	NXAdmin	Owner
36797	xmlc    	David Li	Owner
36800	sval    	prabhakar chaganti	Owner
36805	backup    	oualline	Owner
36808	diamond_rio    	oualline	Owner
36812	spines    	Claudiu Danilov	Owner
36815	live2u    	xronos	Owner
36826	stardicx    	David Li	Owner
36827	arliweb    	bigGerman	Owner
36830	cornice    	Alberto Griggio	Owner
36833	absence    	Rob Urban	Owner
36835	acidrain    	Insomnia (Stea Greene)	Owner
36836	paranoiaotp    	shadau	Owner
36839	lkl    	Carlo Comin	Owner
36842	ipsvd    	Gerrit Pape	Owner
36844	blueflops    	Stefan Talpalaru	Owner
36847	icommune    	skia	Owner
36849	studycardstudiolite    	Digital Meadow	Owner
36851	vocabularytrainer    	linuxvok	Owner
36857	cutmp3    	labrum	Owner
36859	astroaladin    	Alasdair Allan	Owner
36863	disktool    	jem	Owner
36867	indlinuxmilan    	Prakash Advani	Owner
36868	sfftfilter    	labrum	Owner
36869	krazhkoder    	Mohammad Hafiz (mypapit)	Owner
36870	atkins    	Gerlof Langeveld	Owner
36877	filenabber    	Brian Pipa	Owner
36879	jformula    	Alexandre Brillant	Owner
36880	finch    	Martin Crawford	Owner
36882	oggcarton    	bdexx.com	Owner
36883	mmsdiary    	Stefan Hellkvist	Owner
36885	gsoif    	Tab	Owner
36887	python-dbo    	giles hall	Owner
36892	autopoweroff    	Hans Deragon	Owner
36894	gpppoe-conf    	cogumbreiro	Owner
36895	eaglelinux    	Mike	Owner
36896	graphicsmagick    	Bob Friesenhahn	Owner
36896	graphicsmagick    	Glenn Randers-Pehrson	Maintainer
36897	isaviz    	linux	Owner
36899	sesame    	Dale Visser	Project Manager
36902	xnam    	KLR8	Owner
36903	openrasmol    	linux	Owner
36905	vulcan    	imipak	Owner
36906	tau    	imipak	Owner
36907	advanceddatagridcontrol    	Patrick OBrien	Owner
36908	telemon    	Jan De Luyck	Owner
36909	xroar    	Ciaran Anscomb	Owner
36910	ezmlm-www    	Alessandro Ranellucci	Owner
36911	gnutime    	Tushar Teredesai	Owner
36913	cgi-wrap_c    	Enrico Scholz	Owner
36915	emo2html    	Mike Andrews	Owner
36923	bsframework    	de Cuzey	Owner
36923	bsframework    	Gaetan Zoritchak	admin
36928	transluxent    	Gürkan	Owner
36932	partgenerator    	Cempirek Miloslav	Owner
36935	instantrss    	thelocustNMI	Owner
36937	gdf    	Scotty	Owner
36938	door    	Joe Morris	Owner
36939	verilator    	Wilson Snyder	Owner
36941	freedoom    	Simon Howard	Owner
36942	epiphany-browser    	Samuel Allen	Owner
36943	free-eos    	gnujpl	Owner
36944	dynamicrelay    	Juan Pablo Abuyeres	Owner
36945	aasm    	Alexandre Becoulet	Owner
36947	pyplayer    	Jonothan Farr	Owner
36948	j4rcs    	eilàrt	Owner
36950	fmpro-migrator    	David Simpson	Owner
36951	yawk    	wzk	Owner
36952	hidefile    	egmont	Owner
36954	sortdir    	egmont	Owner
36955	aseqjoy    	Alexander K&ouml;nig	Owner
36956	pretendroot    	egmont	Owner
36957	uhulinux    	egmont	Owner
36957	uhulinux    	Pozsar Balazs	Owner
36960	referrals    	Joe Glass	Owner
36961	coil    	Jeff Simpson	Owner
36962	gatormail    	Drake Emko	Co-Author
36962	gatormail    	Sandy McArthur	Owner
36970	gtk2edit    	Victor Porton	Owner
36972	alleyoop    	Jeffrey Stedfast	Owner
36973	methos    	m6s	Owner
36974	pystripchart    	Jonathan Merritt	Owner
36980	abispell    	linux	Owner
36983	mishigame    	Marcel ©ebek	Owner
36984	jdo    	ObjectDB Software	Owner
36991	spamfilters    	D. J. Hawkey Jr.	Owner
36993	yapp    	martin klang	Owner
36996	lazy    	Lucas Correia Villa Real	Owner
36998	photon_project    	Jerome Chantelauze	Owner
37001	usermanage    	Cogs	Owner
37004	phpfriendly    	Mark Brady	Owner
37005	amvpn    	Jayaraj	Owner
37008	the_performance_counter_library    	linux	Owner
37010	jsyntaxcolor    	Alexandre Brillant	Owner
37011	crypt_blowfish    	Solar Designer	Owner
37014	js-obfus    	Stunnix	Owner
37016	pylayer    	Davyd	Owner
37017	nis-pg-sync    	Jason Clifford	Owner
37018	fwsnort    	Michael Rash	Owner
37019	gai    	Jonas Aaberg	Owner
37020	gaiblobs    	Jonas Aaberg	Owner
37021	klokka    	Preben Randhol	Owner
37022	gaileds    	Jonas Aaberg	Owner
37024	gaipager    	Jonas Aaberg	Owner
37025	gaipal    	Jonas Aaberg	Owner
37027	gaiva    	Jonas Aaberg	Owner
37028	cute    	Heiko Köhler	Owner
37029	fmpp    	Dániel Dékány	Owner
37033	spamblocker    	Alifiya.Patrawala(Bhinderwala)	Owner
37035	fingertips    	Mikhail Zislis	Owner
37039	perlmimio    	Ry4an Brase	Owner
37043	morphine    	David	Owner
37047	strutsdoc    	SystemMobile	Owner
37048	documentclassifier    	Alifiya.Patrawala(Bhinderwala)	Owner
37049	azure    	Mike Gratton	Owner
37050	xchg2mail    	Alec Thomas	Owner
37051	cglib    	Juozas Baliuka	Owner
37052	netfifo    	Komtanoo  Pinpimai	Owner
37053	servlettesting    	Wyldebeast & Wunderliebe	Owner
37054	megapov    	linux	Owner
37058	ziling    	wjue	Owner
37060	grapevine    	Stephen Blackheath	Owner
37061	spinpike    	firefalcon	Owner
37064	framer    	specialtactics	Owner
37065	cwispy    	cwispy	Owner
37068	barrage    	kulkanie	Owner
37069	fwreport    	Milamber	Owner
37071	c2newsletter    	Chris	Owner
37072	jpegrdf    	Norman Walsh	Owner
37075	dtgraph    	akom	Owner
37076	rsapi    	XaXXon	Owner
37078	petitecgi    	Windrose	Owner
37079	eigenpoll    	Knud	Owner
37081	simpletemplate    	Thomas Hurst	Owner
37083	uniread    	Guy Rosen	Owner
37085	libcli    	David Parrish	Owner
37088	gpdf    	Martin Kretzschmar	Owner
37089	chandler    	Ted Leung	Project Manager
37089	chandler    	Jared Rhine	admin
37089	chandler    	Grant Baillie	Owner
37091	distribulator    	Adam W. Dace	Owner
37094	magicsquare    	Cycojesus	Owner
37095	antlreclipse    	Torsten Juergeleit	Owner
37097	mcmp    	Olegarch	Owner
37098	freewrlduneinputdevice    	MUFTI	Owner
37100	forumtalk    	mklencke	Owner
37101	efes    	Görkem Çetin	Owner
37104	jvider    	Linas Urbonas	Owner
37106	inhunmi    	Cleber Rodrigues	Owner
37108	gtkmaggot    	Sylvain Rochet	Owner
37109	tengis    	Martin Blais	Owner
37112	dialogcd    	CStroie	Owner
37113	serbianc    	Filip Brcic	Owner
37114	egnomeicu    	galmeida	Owner
37116	wss    	David Sporn	Owner
37120	hbnotebook    	Jesse Grosjean	Owner
37122	modometer    	UMich Web Team	Owner
37123	kregedit    	Jelmer Vernooij	Owner
37124	kpasswdcgi    	UMich Web Team	Owner
37126	sfc    	holborn	Owner
37127	cosign    	UMich Web Team	Owner
37127	cosign    	UMich RSUG	owner
37128	socketmail    	creativedr	Owner
37129	make_cd_label    	Scott Dylewski	Owner
37132	hbci4java    	Stefan Palme	Owner
37141	marote    	ab6cv	Owner
37142	speakeasy    	emcc	Owner
37143	modeleasy    	emcc	Owner
37145	audiobox    	Wolfgang Reissnegger	Owner
37149	wfmath    	James Turner	deputy
37149	wfmath    	Alistair Riddoch	Owner
37151	c-comiccollect    	Robert Synnott	Owner
37152	wmcalendar    	Matthias Laabs	Owner
37153	remoteinstall    	John Hass	Owner
37154	bomberclone    	Steffen Pohle	Owner
37156	gdownloader    	Luis Javier	Owner
37158	mcore    	linux	Owner
37163	elfpgp    	Bart Trojanowski	Owner
37164	similarity    	linux	Owner
37177	mrgrid    	CvsGraph	Owner
37178	anope    	Daniel Engel	Owner
37180	getmap    	KumaSan	Owner
37182	gubed    	Brimstedt	Owner
37183	javaappletswithgraphicseffects    	arraffaele	Owner
37184	libwpd    	William Lachance	Owner
37185	superkaramba    	Adam Geitgey	Owner
37187	development_kit_for_moneydance    	linux	Owner
37193	glibc-audit    	John Reiser	Owner
37194	m3udo    	Lucas Gonze	Owner
37200	dynadmin    	Marc Weil	Owner
37203	kolmogorov    	Ian Fasel	Owner
37204	midas-nms    	Tom Cashmore	Owner
37211	ftmonv2    	danny	Owner
37218	libh    	Phil Howard	Owner
37220	vyqchat    	Pawel Stolowski	Owner
37223	rend    	Adam Gurno	Owner
37224	limesurvey    	Carsten Schmitz	Project Administrator
37224	limesurvey    	Thibault Le Meur	Release Administrator
37228	pgcounter    	Dmitry Stasyuk	Owner
37229	xmdb    	linux	Owner
37230	mxp    	linux	Owner
37231	randim    	linux	Owner
37232	pybackend    	K Raghu Prasad	Owner
37233	dnsreflector    	Armin Wolfermann	Owner
37238	callflow    	Jon Ringle	Owner
37242	treebeard_fm    	rob	Owner
37244	buddhaiq    	jellobuddha	Owner
37244	buddhaiq    	Lothar	admin
37245	ashpool_fm    	rob	Owner
37246	findbugs    	David Hovemeyer	Owner
37248	jimm    	Manuel Linsmayer	Owner
37258	aptg    	Tillmann Heidsieck	Owner
37261	jkflow    	Jurgen Kobierczynski	Owner
37262	openamf    	Jason Calabrese	Owner
37262	openamf    	Kevin Baker	Owner
37262	openamf    	Sean	Admin
37263	aedgui    	Eduardo B. Fonseca	Owner
37264	gpsmgr    	abingham	Owner
37267	blojsom    	Mark Lussier	Owner
37270	webmerge    	FourthWorld	Owner
37271	parametric_diagram_3d    	Reza Salehi	Owner
37273	prokylix    	linux	Owner
37274	ricmp    	Nail	Owner
37277	poesia    	Basile Starynkevitch	Owner
37279	cla    	Andy	Owner
37280	fw1-loggrabber    	Torsten Fellhauer	Owner
37281	milltime    	noreg	Owner
37286	smalloc    	Calin Culianu	Owner
37288	soffice2html    	Steve Slaven	Owner
37289	imms    	Michael Grigoriev	Owner
37290	wordlog    	Tim Lupfer	Owner
37292	phpmycatalog    	Jorge	Owner
37293	paperdb    	rivimey	Owner
37294	gasm    	linux	Owner
37297	gem-mex    	linux	Owner
37298	recorder_xhead    	xhead software, llc	Owner
37299	pdonkeys    	Alexey Klimkin	Owner
37300	netpisteur    	DrazziB	Owner
37301	icc    	Moritz Barsnick	Owner
37302	simpy    	vignaux	Owner
37304	tinydyndns    	Gerrit Pape	Owner
37306	msulogin    	Solar Designer	Owner
37307	csv2latex    	Benoît Rouits	Owner
37308	sfzrpg    	Sebastian Dorda	Owner
37311	delatt    	Dan	Owner
37314	jmemprof    	Michael Clark	Owner
37315	mkvtoolnix    	Moritz Bunkus	Owner
37318	webdonkey    	ocbMaurice	Owner
37322	myform    	Ingus	Owner
37323	tk10    	Bob Parnass, AJ9S	Owner
37325	jaimbot    	Scott Oster	Owner
37326	javas    	John	Owner
37327	jjcl    	John	Owner
37328	stonesthrow    	rchandran	Owner
37329	tclog    	tclog	Owner
37331	sshvnc    	Lee David Painter	Owner
37333	ocamlcameleon    	[b8]Zoggy	Owner
37334	enigmail    	Patrick	Owner
37336	mob    	gif	Owner
37339	pu6e    	Jim Ursetto	Owner
37341	skullydoo    	Sebastian Fiorentini	Owner
37341	skullydoo    	Nacho Larrabide	Owner
37342	fisterra    	Igalia	Owner
37343	wmwork    	Martin Godisch	Owner
37344	wmpuzzle    	Martin Godisch	Owner
37345	atlantis    	- GALAXY -	Owner
37347	cvsgnome    	- GALAXY -	Owner
37348	dozo    	Jerry Story	Owner
37350	wsx2lop    	st3	Owner
37352	cpudyn    	gallir	Owner
37357	darkslide    	rmach	Owner
37359	hbc    	linux	Owner
37361	ipocan    	Rodolfo Giometti	Owner
37362	barbecue    	Ian Bourke	Owner
37362	barbecue    	Sean	Owner
37366	codelock    	codelock	Owner
37372	sslexpire    	Emmanuel Lacour	Owner
37373	kcluster    	Filippo Dini	marketing manager
37373	kcluster    	Pasquale	Owner
37375	akenilanmessenger    	akeni	Owner
37376	prtpacker    	Joseph Coffland	Owner
37378	imediff2    	Jarno Elonen	Owner
37381	ums    	Don Keeler	Owner
37385	xmmplayer    	Hyriand	Owner
37390	helpmeict    	Chris Puttick	Owner
37390	helpmeict    	Dave Thorne	Developer
37391	mosml    	linux	Owner
37392	snowball-language    	BabyChess	Owner
37399	xmlstarlet    	mgrouch	Owner
37402	rocket    	Tinypig	Owner
37403	convmv    	Björn JACKE	Owner
37405	rit    	Ian Macdonald	Owner
37406	irate    	Anthony Jones	Owner
37407	sj    	linux	Owner
37408	devilspie    	Ross Burton	Owner
37410	ldif_to_vcard    	D. Scott Barninger	Owner
37412	bogo-fe    	Sascha Schumann	Owner
37414	escale    	Paul Guyot	Owner
37417	thsim    	magr	Owner
37419	perl-mp3cd    	Kees Cook	Owner
37420	libposition    	Kurt Weber	Owner
37421	openmambo    	zayus	Owner
37422	zmogul    	Martin Andersson	Owner
37427	ctserver    	bennyk	Owner
37432	dbtoy    	dr_p	Owner
37434	libferrisloki    	Ben Martin	Owner
37435	libferrisstreams    	Ben Martin	Owner
37436	libstldb4    	Ben Martin	Owner
37437	chewingosx    	Chia-liang Kao	Owner
37438	slup    	Rob Hunter	Owner
37443	handy    	Andreas Theofilu	Owner
37444	tabgradebook    	lambda	Owner
37447	loro    	Carlos Rueda	Owner
37448	ds    	Jerronimo	Owner
37449	thresher    	ahunter	Owner
37451	ibmonitor    	Rohan Almeida	Owner
37457	cheesegrater    	jwz	Owner
37459	wcg    	itom	Owner
37464	mod_header_modify    	Dr. Edmund Weitz	Owner
37465	cl-ppcre    	Dr. Edmund Weitz	Owner
37466	tz    	Dr. Edmund Weitz	Owner
37467	regex-coach    	Dr. Edmund Weitz	Owner
37470	axctx    	lespzek	Owner
37472	genchemlab    	Bryan Herger	Owner
37476	interleave    	Hidde	Owner
37478	molman    	robint99	Owner
37480	228sms    	Johan Grasmo	Owner
37481	jigl    	Jason Paul	Owner
37482	mozilla-bonobo    	cglodt	Owner
37483	salonify    	Adam Kessel	Owner
37484	tttn    	Drig	Owner
37485	mapleblog    	Adrian Montero	Owner
37490	bontmia    	John Enok Vollestad	Owner
37491	nwload    	Heike C. Zimmerer	Owner
37495	lowlife    	Csaba Henk	Owner
37497	mibsmithy    	Muonics, Inc.	Owner
37498	phpmycdmouse    	Uwe Thiel	Owner
37499	libstatgrab    	Tim Bishop	Owner
37501	knab    	Jonathan Hitchcock	Owner
37502	taktuk    	Cyrille Martin	Owner
37506	proxyc    	Adrian Montero	Owner
37507	dd2    	Juan J. Martínez	Owner
37508	uda    	Ales Smrcka	Owner
37512	xmms_remote    	Jason McNeil	Owner
37513	anduril    	Brian Schenkenfelder	Owner
37514	catweaselsid    	doj	Owner
37516	ece    	mteg	Owner
37520	pyobjc    	Ronald Oussoren	Owner
37527	akenijabberclient    	akeni	Owner
37529	log4net    	Nicko Cadell	Owner
37530	osnofianlinux    	osnofianlinux	Owner
37533	gephex    	Martin Bayer	Developer
37533	gephex    	Georg Seidel	Developer
37534	kbvt    	Thomas Türk	Owner
37535	dcmms    	sdteffen	Owner
37541	webcalng    	Michael Arndt	Owner
37542	effusion    	Azrael	Owner
37545	bambookitgui    	Julia	Owner
37545	bambookitgui    	Louai Munajim	admin
37547	maccc    	Brian Pipa	Owner
37550	grammatica    	Per Cederberg	Owner
37552	backlegacy    	BlackLegacy	Owner
37556	xmlrepository    	Roland Dietrich	Owner
37557	loook    	Daniel Naber	Owner
37558	iwareprofessional    	dsiware.com	Owner
37567	eris    	James Turner	Author
37567	eris    	Alistair Riddoch	Owner
37568	pipeworks    	sryth	Owner
37570	jsgraphics    	Kitya Karlson	Owner
37579	gettextlog    	Volodymyr M. Lisivka	Owner
37581	snark    	Mark Wielaard	Owner
37583	biophp    	flipmozart	Owner
37587	klogoturtle    	Euclides Lourenço Chuma	Owner
37589	parasite    	riddley	Owner
37591	ebsuite    	An Lee	Owner
37598	premium-thttpd    	Sascha Schumann	Owner
37599	mass    	Martin Renold	Owner
37604	acctail    	Folkert van Heusden	Owner
37606	apetag    	muth	Owner
37612	mailcorral    	Eric Wilde	Owner
37614	rackview    	Bryce Harrington	Owner
37616	databasetoweb    	RoBert	Owner
37619	barcode4j    	Jeremias Maerki	Owner
37620	bdmn    	borislav.nikolov	Owner
37621	libvc    	Andrew Hsu	Owner
37622	mibsmithysdk    	Muonics, Inc.	Owner
37624	coverviewer    	caligari77	Owner
37627	syncupdates    	Bican	Owner
37629	ksqlanalyzer    	Iceman1	Owner
37632	grabyahoogroup    	Mithun Bhattacharya	Owner
37635	gogoxml    	James Sleeman	Owner
37639	jget    	sparedes	Owner
37641	l7-filter    	Ethan J. Sommer	Owner
37641	l7-filter    	Matthew Strait	Developer
37646	phpobject    	ghostwire	Owner
37647	inline_smtp    	Steve Slaven	Owner
37648	flames    	Scott Draves	Owner
37649	texdbi    	Anil	Owner
37650	apachedirlister    	David BL	Owner
37652	hlfl    	Arnaud Launay	Owner
37654	taverna    	Tom Oinn	Owner
37656	cpptest    	cpptest	Owner
37656	cpptest    	Sebastian Pipping	Project Administrator
37657	rfc    	sekko75	Owner
37659	squicki    	Antonis	Owner
37660	tuneroid    	Jozef Kosoru	Owner
37664	ileech    	subuni	Owner
37665	asbru    	Asbru Ltd	Owner
37666	jrat    	Jeff Drost	Owner
37667	quickalbum    	Robert Sandilands	Owner
37669	goose-search    	Jon McClintock	Owner
37670	singapore    	Tamlyn	Owner
37671	frameworks    	eventide	Owner
37673	jools    	Paul Pelzl	Owner
37674	ht_imview    	Hugues	Owner
